gene,TBI_mean,Sham_mean,log2FC
Ppapdc2,0.025435966,0.021352334,0.17664158
Rnls,0.036423896,0.035279963,0.03599481
Gm14446,0.0,0.0,0.0
Morn4,0.0067866906,0.006237735,0.04796743
Pkd2l1,0.003175757,0.0012447874,0.22862951
Csf2ra,0.18625332,0.14883976,0.30514494
4930444P10Rik,0.0011881674,0.0023283768,-0.14000918
Gm5828,0.01736383,0.020835865,-0.17233923
Wdr75,0.0702205,0.053941227,0.32722452
Pgap1,0.026353028,0.02080862,0.23874146
Rqcd1,0.03698517,0.02200798,0.553774
Obsl1,0.0033713095,0.005208494,-0.18573654
Slc19a3,0.023628246,0.008667846,0.84911805
D2hgdh,0.011849152,0.018363094,-0.37643763
Yod1,0.008718822,0.01349155,-0.32765225
Eif2d,0.03390678,0.030923162,0.101525955
Klhdc8a,0.0035468056,0.0023859278,0.12925078
Plekha6,0.004530737,0.0032532578,0.13276093
Gm5263,0.025684979,0.0075208577,1.0262437
Atp1a4,0.0022582076,0.0,0.29374805
Gm1305,0.003331836,0.0014626059,0.21794039
Pycr2,0.09929389,0.06158347,0.6105143
Rcor3,0.028290054,0.020384438,0.33363706
Sertad4,0.0010728368,0.0,0.14702491
Bend7,0.008167612,0.0073315757,0.06796588
Phyh,0.09268169,0.06567884,0.44021708
Optn,0.04013458,0.02062507,0.7110928
Sdccag3,0.09912577,0.07631748,0.33826712
Surf6,0.03687702,0.049140677,-0.33526984
Gle1,0.03762853,0.0141927935,0.97724867
D330023K18Rik,0.0251003,0.031956136,-0.2573984
Gm10822,0.0040501095,0.0011195029,0.3374891
4930528P14Rik,0.0,0.0027999165,-0.35613444
Bub1b,0.005170848,0.0012231899,0.43481898
Ndufaf5,0.012741718,0.017336452,-0.2654848
Crnkl1,0.06064769,0.048513513,0.27187246
Entpd6,0.034250252,0.027251292,0.24839507
Znfx1,0.10481375,0.11023182,-0.06652338
Gm14290,0.0,0.0014038702,-0.18952349
Cyp24a1,0.0022071921,0.0014616229,0.09092004
Gm14342,0.0023400714,0.0010644234,0.15742235
Crh,0.0,0.0,0.0
Ccdc39,0.007295669,0.012152566,-0.35706285
Spg20,0.07977129,0.088748686,-0.13750744
Gmps,0.094334766,0.06964874,0.38949654
Slitrk3,0.002000135,0.004477941,-0.2708058
Zbtb7b,0.03435843,0.03319825,0.038235478
Plekho1,0.4142893,0.40455064,0.033499964
Phtf1,0.04096157,0.03759984,0.098453015
Gm27008,0.015335506,0.012890688,0.14639995
Rbm15,0.018671649,0.021112317,-0.11786102
Sgms2,0.006232233,0.0,0.6988616
Lamtor3,0.06205512,0.03832519,0.57632554
Ccne2,0.010310227,0.0012465426,0.85272485
Mdn1,0.097407684,0.06304606,0.55621886
Dnajb5,0.03225187,0.031192495,0.036633775
Tmod1,0.0062214863,0.013308421,-0.5229452
E130309F12Rik,0.015913142,0.01581007,0.005749945
Ptpn3,0.015817182,0.0055625406,0.730254
Slc31a2,0.06763504,0.047946133,0.4219956
Prpf4,0.038377017,0.03191095,0.20699465
Wdr31,0.0033622812,0.0035671361,-0.021949887
Aldoart1,0.021220341,0.009925844,0.6478455
Tusc1,0.002251581,0.0014548049,0.097015075
Alg6,0.031098727,0.022773415,0.32656786
Gm12709,0.0028299945,0.0014178097,0.1682346
Pcsk9,0.0042564985,0.0,0.5116196
AA415398,0.019591928,0.009359989,0.6121255
Trit1,0.06717041,0.06614438,0.019310249
Ctrc,0.0,0.0013470408,-0.18231611
Cep104,0.0174245,0.028116448,-0.47494835
Prkcz,0.02375353,0.014691315,0.45103478
Cldn12,0.007618928,0.0009954916,0.6802141
Slc25a40,0.0039645154,0.011849644,-0.6458443
Gm15513,0.0033405893,0.005484903,-0.21504003
Lgi2,0.0014753735,0.0027764775,-0.15494905
3110047P20Rik,0.010030678,0.01722572,-0.44275892
Dck,0.021059714,0.02112865,-0.0031984644
Cox18,0.021295473,0.023096424,-0.080721475
Ddx51,0.022930346,0.025146518,-0.09396425
Mvk,0.010087663,0.0067554214,0.26168174
Pop5,0.071881354,0.034034166,0.8949115
Pla2g1b,0.0,0.0013209323,-0.17899273
Naa25,0.041138966,0.018047856,0.86653256
Prkrip1,0.048210345,0.044258803,0.10141839
Mospd3,0.023424106,0.013991512,0.4783649
Ftsj2,0.0073919604,0.010078202,-0.20720941
Nptx2,0.0068820133,0.010460275,-0.27733847
Asb4,0.00463319,0.0034840438,0.117991
Actg2,0.03477105,0.015055387,0.83744544
Gm15631,0.0,0.0,0.0
Creld1,0.032879196,0.029086545,0.13360585
Cacna2d4,0.0108637735,0.006407046,0.34668455
B4galnt3,0.0037842197,0.0026360215,0.12547542
Ing4,0.10395264,0.12052016,-0.19583845
Gm10069,0.009437536,0.012839805,-0.23270498
Gm16583,0.0,0.0,0.0
Rps4y2,0.091203935,0.08057958,0.16000772
Oscar,0.002483748,0.0,0.32005113
Prpf31,0.06478498,0.0575753,0.14625262
Zfp128,0.00322037,0.0040672934,-0.08958226
Trim28,0.13435186,0.11476562,0.21036932
Ube2m,0.03646175,0.04138436,-0.14528596
Bcl3,0.026890257,0.021397695,0.23258136
Zfp94,0.013874672,0.0044489536,0.7245159
C030039L03Rik,0.015230925,0.012462317,0.16768642
Dyrk1b,0.0067882547,0.0068521835,-0.0054831523
Dpf1,0.009965858,0.007839894,0.16242805
Arhgap33,0.006861732,0.0057605524,0.097434536
Kctd15,0.0075384416,0.0054401606,0.18383282
Shank1,0.07202332,0.05519892,0.33118594
Pnkp,0.054071054,0.041561108,0.3133893
1700039E15Rik,0.0026213168,0.0,0.33586246
Eftud1,0.05654342,0.036748778,0.5093674
Gm7964,0.019396782,0.013687614,0.31152534
Gm5900,0.072530545,0.06228622,0.19120745
Gm6816,0.021946503,0.014672015,0.37278244
Thumpd1,0.053073928,0.037585072,0.40653476
B4galnt4,0.0,0.0021338412,-0.27903625
Brsk2,0.011320224,0.0024203418,0.77951777
Thap1,0.014850236,0.016091993,-0.070347704
Zfp703,0.055883948,0.06621425,-0.21013367
Eif4ebp1,0.07451212,0.053488944,0.4126528
Gm6625,0.039962716,0.017196512,0.87743026
Aktip,0.03623665,0.03318971,0.09834908
Psmb10,0.22148572,0.1785066,0.29630822
Fbxo31,0.021109788,0.024186302,-0.13604988
Mvd,0.011823876,0.009638277,0.15223888
Aprt,0.12122761,0.054076374,1.0342069
Trappc2l,0.13635838,0.09157843,0.5269114
Cbfa2t3,0.054544404,0.08026694,-0.48390567
Spg7,0.049520988,0.034193948,0.42954978
Ankrd49,0.04867409,0.031006165,0.5168828
AB124611,0.02696608,0.0083537195,1.0101296
Cdon,0.0035946963,0.0017484485,0.2105737
Ccdc84,0.034442868,0.042751793,-0.2472682
Fxyd6,0.024775648,0.015501648,0.447487
Larp6,0.0045884424,0.004556032,0.003208721
4930509E16Rik,0.0009919212,0.000864548,0.016815428
Mto1,0.06531017,0.049769174,0.33344314
Rwdd2a,0.009452922,0.0045851553,0.41548622
Nek11,0.019386295,0.011301972,0.46415645
Ptpn23,0.03885972,0.05583079,-0.43011677
Kif9,0.027040944,0.02498814,0.08225464
Zfp651,0.012459093,0.010776162,0.11237046
mt-Tc,0.30184168,0.19561565,0.6008636
Usp27x,0.004770496,0.001587295,0.3501744
Gpkow,0.037315514,0.0330396,0.1366487
Pqbp1,0.13908678,0.11411402,0.2644864
Suv39h1,0.008927003,0.010588675,-0.121404946
F8a,0.017880946,0.021089213,-0.15713456
Slc6a8,0.015838562,0.009982071,0.37081978
Chdc2,0.0010706058,0.0,0.14673413
Gm23671,0.0,0.0,0.0
Htr2c,0.016185496,0.014649866,0.08718813
Gpr173,0.010882868,0.010290617,0.04150709
Map3k15,0.024152879,0.014437963,0.48288313
Kcnf1,0.0040441337,0.0113498755,-0.60425997
Heca,0.03780211,0.047979247,-0.27846226
Gm9923,0.0030428432,0.009498249,-0.5800861
Mmp11,0.0018646003,0.0031238128,-0.14552346
Abhd17a,0.08806787,0.07189483,0.2600081
Diras1,0.006289649,0.008240209,-0.1631669
Slc39a3,0.02120707,0.019059964,0.10283994
Atcay,0.010070729,0.013117802,-0.20391136
Snrpf,0.014831065,0.0075563034,0.5001571
Usp44,0.0022399314,0.005775288,-0.36607087
Xpot,0.12109639,0.11897592,0.02352612
F420014N23Rik,0.002876293,0.0040107137,-0.121813126
Bloc1s1,0.0069840886,0.0052831904,0.1522381
Patz1,0.024295434,0.030939728,-0.25548497
Zfp2,0.0055435128,0.015589434,-0.7192356
Anxa6,0.051677987,0.03594651,0.42480037
Tax1bp3,0.00708165,0.002265572,0.47783273
Smg8,0.025961088,0.02533191,0.025464874
Gm12352,0.0,0.0,0.0
Krt15,0.0,0.0,0.0
Kcnh4,0.008142928,0.0036976533,0.4054786
Fam171a2,0.0013281172,0.0031247153,-0.21237807
Ccdc43,0.026854042,0.031970393,-0.18754916
Ftsj3,0.110011995,0.0577712,0.8244344
Cant1,0.08365008,0.07905093,0.072649635
Mafg,0.24084793,0.29679763,-0.29047418
Slc26a4,0.0010706058,0.0,0.14673413
Atp5s,0.027036818,0.029209802,-0.082254164
Prox2,0.0070728255,0.012106389,-0.3727616
Tgfb3,0.0015020106,0.0,0.2018861
Eml5,0.01867586,0.026323417,-0.34106323
Siva1,0.026627235,0.02281763,0.15844558
Ptpdc1,0.009588357,0.016038207,-0.41063368
Ptch1,0.017232595,0.0118315425,0.31892034
Zfp458,0.014076862,0.0064922213,0.54586154
Fastkd3,0.013185329,0.011731355,0.093434006
Gm6169,0.0015373046,0.0,0.20630613
Htr1a,0.0,0.0,0.0
Ankrd55,0.0153144505,0.012251252,0.18607464
Parp8,0.13343978,0.13419884,-0.007614469
Comtd1,0.08766159,0.076068,0.18231434
Gm26782,0.025475815,0.017808659,0.3513016
Bcl2l2,0.01580567,0.014692779,0.06359883
Fam160b2,0.05984299,0.055217844,0.098848455
Naa16,0.07508432,0.07218336,0.05004691
Ghr,0.00980921,0.011449446,-0.1147692
Mtmr12,0.071392454,0.06951595,0.033650685
Abra,0.0,0.0,0.0
Fbxo32,0.028420845,0.022278275,0.25132564
Mkl1,0.057819244,0.09740916,-0.6633503
Kmt2d,0.06423263,0.084164925,-0.34313622
Spryd3,0.052295506,0.035221618,0.46211544
Amhr2,0.0017144262,0.0024459038,-0.08738472
Pcyt1a,0.06797908,0.058110256,0.19521509
Bace2,0.004791435,0.0042228135,0.056555033
Ntn3,0.0036539873,0.0025703008,0.11930306
Snhg9,0.0865062,0.09670952,-0.14499536
Bak1,0.038651265,0.022834813,0.567251
Grm4,0.0059927464,0.012903134,-0.51812726
Lrrc73,0.0015864011,0.0057812985,-0.4457834
Lrfn2,0.006487329,0.00780598,-0.11100412
Vmn2r118,0.0024416647,0.00090239535,0.1905344
Ranbp3,0.073373795,0.08010109,-0.11195049
Kcnk12,0.039968036,0.065955006,-0.60413957
Wdr36,0.044143148,0.031113733,0.39715835
Ndst1,0.018941442,0.028072702,-0.39562017
Impa2,0.010422664,0.009537125,0.06395293
St8sia5,0.0054290122,0.001026864,0.4846232
Fam69c,0.0009939881,0.0,0.13671488
A930001C03Rik,0.0,0.0033773677,-0.41979426
Pcnxl3,0.052632377,0.043600395,0.22466503
1810009A15Rik,0.11173542,0.059030082,0.8184518
Osbp,0.03698781,0.045942787,-0.25166565
Aldh1a1,0.0056884373,0.0076706265,-0.1716514
Pde6c,0.0032409714,0.0,0.40500888
Obfc1,0.028886693,0.020626094,0.3445152
Gm6104,0.002794008,0.0035779867,-0.0858013
Ccdc115,0.109177604,0.07053598,0.56540775
Nabp1,0.019253645,0.016671475,0.13331877
Nab1,0.06367319,0.0642983,-0.012189543
Chpf,0.00639551,0.006725934,-0.028785989
Rab17,0.0,0.0011500589,-0.15705132
Kdm5b,0.072858565,0.083479606,-0.1740008
Prg4,0.007565835,0.002401142,0.50229925
Pigc,0.03195611,0.036160264,-0.13777053
Cd247,0.033021364,0.027202826,0.20964107
Pogk,0.037520103,0.028819181,0.2917683
Itga8,0.007231231,0.006179792,0.09083251
Trdmt1,0.013793603,0.013893796,-0.006062381
Pdss1,0.03229895,0.018658675,0.5616499
Nup214,0.06445995,0.06485572,-0.007647838
Zbtb34,0.020673692,0.045915637,-0.8662501
Gm13476,0.19688652,0.17464739,0.16406678
Nr4a2,0.0099864565,0.009675028,0.022657013
Itgb6,0.009023014,0.005548808,0.29094186
Chrna1,0.0021059208,0.0,0.27571276
Gm13715,0.001248096,0.0010707497,0.022927871
Gm13780,0.0042721247,0.004966155,-0.06850348
Mettl15,0.03032912,0.04755614,-0.5131478
Gm13936,0.005441415,0.0025489754,0.2992354
Ltk,0.0016241039,0.0023757527,-0.09039683
Gm14133,0.0,0.0013132716,-0.17801626
Necab3,0.009692165,0.00523094,0.37061664
Mmp9,0.0013392412,0.0051792855,-0.4207798
Slco4a1,0.045139175,0.048957724,-0.09660318
Ntsr1,0.00609957,0.0014490464,0.49179476
Gm11549,0.0024219132,0.001042206,0.16985911
Gm12531,0.0,0.0,0.0
Scamp3,0.11068779,0.083949305,0.36132538
Slc27a3,0.0,0.0,0.0
Riiad1,0.007936882,0.0010560283,0.69809586
Tbck,0.038509242,0.036852434,0.050135612
BC007180,0.0010555851,0.0022819247,-0.15176123
Penk,0.045277163,0.03408099,0.326527
Gm11924,0.0013957471,0.003842238,-0.28058174
1110017D15Rik,0.00553393,0.0,0.6354229
Gba2,0.012305642,0.015339002,-0.18395104
Murc,0.0040642195,0.0,0.49202943
Smc2,0.048143305,0.049649462,-0.036896046
Mup21,0.0,0.0,0.0
Zfp352,0.0024292292,0.0008479968,0.19630809
Wdr78,0.0042071734,0.015497974,-0.84376305
Gm12963,0.0030509303,0.0013887194,0.1965472
Ubxn11,0.010699885,0.006244568,0.3496654
E2f2,0.00937068,0.004737877,0.39434585
Fam43b,0.0056571583,0.00097287924,0.51288027
Crocc,0.022842083,0.0071118386,0.940551
Zfp933,0.025685359,0.025772665,-0.0035253044
Pex1,0.03366569,0.04465066,-0.32373857
A330021E22Rik,0.008017117,0.0023237658,0.54792506
Slc4a2,0.044914685,0.023332754,0.72025144
Kcnk3,0.0,0.0025728124,-0.3303074
Preb,0.0970564,0.09377218,0.044951193
Rnf4,0.06412772,0.047455925,0.36755738
Tlr1,0.043984715,0.03935718,0.12929104
Pdcl2,0.0,0.0,0.0
Nmu,0.0018596513,0.001271321,0.073404975
Ulk1,0.04199983,0.04786685,-0.15423022
Adrbk2,0.08102537,0.06343861,0.30973002
Asl,0.022758052,0.030380912,-0.30182397
BC037034,0.09496262,0.14201388,-0.5343275
Brat1,0.031277053,0.028354904,0.1059288
Zkscan5,0.0098313745,0.013652868,-0.25423038
Ankrd7,0.0,0.0037862067,-0.4632255
Gm3294,0.0066827186,0.0020973687,0.4636612
Clec2l,0.0076850425,0.006555689,0.09520255
Ezh2,0.082188405,0.05230579,0.565219
Ccdc129,0.009565729,0.00678523,0.22113645
Nagk,0.08671233,0.07230364,0.2327437
0610040F04Rik,0.0,0.0012160589,-0.16556579
Csgalnact2,0.029445522,0.03114769,-0.06095002
Vmn2r25,0.0015158979,0.0,0.20362684
