gene,TBI_mean,Sham_mean,log2FC
Gsto1,0.06178828,0.08078835,-0.3387588
Pdcd4,0.09462407,0.09776021,-0.042609725
Bbip1,0.12898646,0.11164684,0.1922457
Hspa12a,0.027796652,0.017330138,0.46776575
Kcnk18,0.0011124013,0.0,0.15217063
Nanos1,0.008218716,0.008743877,-0.04099814
Sgk3,0.108331904,0.11741397,-0.106684394
Snhg6,0.040786583,0.020421535,0.7393545
Cops5,0.1012504,0.08421411,0.23979546
Lactb2,0.08912132,0.08807499,0.015310063
Msc,0.0,0.0,0.0
Ube2w,0.08786632,0.08514428,0.04069557
Gdap1,0.012480799,0.0074713365,0.36370343
Tmem14a,0.015612065,0.0050724237,0.76491207
Gm26580,0.0,0.0,0.0
Col9a1,0.008209551,0.005054774,0.27447426
Rab23,0.008086642,0.0075855823,0.04053137
Zfp451,0.0821219,0.076479234,0.09119049
Fam168b,0.11412723,0.08296324,0.41708735
Cox5b,0.36387312,0.21469453,0.73458374
Actr1b,0.084765054,0.06416018,0.35371032
Mrpl30,0.10355329,0.058842342,0.7220014
Rev1,0.03268037,0.040974557,-0.25620472
Chst10,0.010922113,0.005122669,0.4683158
Pdcl3,0.1257269,0.101153,0.28815976
Creg2,0.010811864,0.004322411,0.53913176
Cnot11,0.036129095,0.020491807,0.59725523
2610017I09Rik,0.032081783,0.019531084,0.5109614
Pou3f3,0.013647763,0.017198827,-0.2018407
Nck2,0.026199939,0.025469458,0.029409908
Bivm,0.014014268,0.0134807965,0.032410517
Ercc5,0.12490795,0.12703131,-0.02253035
Inpp1,0.011511662,0.011192429,0.021570187
1700019D03Rik,0.0065790596,0.008711255,-0.17454408
Pms1,0.019953901,0.026384994,-0.28059956
Hspd1,0.22332887,0.12454759,0.7942483
Hspe1,0.37927362,0.25623888,0.54806334
Boll,0.1999068,0.12901556,0.5945024
Satb2,0.017451571,0.017154887,0.015676897
Bzw1,0.22462538,0.16925849,0.38831756
Clk1,0.42114908,0.52917975,-0.3225795
Orc2,0.048305728,0.058951158,-0.24193725
Bmpr2,0.11394156,0.12956275,-0.17125404
Ica1l,0.015776014,0.0077348426,0.5394427
Ndufs1,0.09023723,0.069400944,0.3361904
Klf7,0.11265106,0.16942379,-0.5488115
Lancl1,0.07888925,0.045477927,0.6800951
Smarcal1,0.035687264,0.042556968,-0.20208997
Rufy4,0.0,0.0009268997,-0.12788408
Pnkd,0.09896482,0.061462305,0.608608
Ttll4,0.03684913,0.041228537,-0.12892546
Wnt6,0.0011011816,0.0028653138,-0.21277335
Wnt10a,0.0,0.0,0.0
Cdk5r2,0.025079777,0.015189638,0.47780916
Ankzf1,0.034785535,0.028836766,0.20560981
Tuba4a,0.022015389,0.017033553,0.24401449
Dnajb2,0.015133769,0.021079864,-0.30635312
Resp18,0.024399834,0.0020014008,1.5191988
Scg2,0.040451072,0.03900132,0.042064283
Ap1s3,0.0056158993,0.0034911977,0.21099722
Mrpl44,0.035563167,0.03206544,0.11523261
Fbxo36,0.011096759,0.01613138,-0.308762
Cops7b,0.021350065,0.024676146,-0.14547513
Cops8,0.11958023,0.082197495,0.4910462
Ramp1,0.12718111,0.10391944,0.26806805
Ilkap,0.08711752,0.063150845,0.40885708
Ndufa10,0.19729859,0.14734705,0.39776015
Dtymk,0.09181587,0.06458935,0.44892088
Fam174a,0.13169098,0.11624622,0.16650759
Rnf152,0.0035229614,0.0065060696,-0.2875854
Kdsr,0.0676295,0.05700112,0.2124198
Tsn,0.21148917,0.18793294,0.16222444
Inhbb,0.0032723835,0.0,0.40842745
3110009E18Rik,0.013731087,0.028438736,-0.69578284
Ddx18,0.10427944,0.0663015,0.5827825
Actr3,0.39708725,0.30448928,0.3723272
Slc35f5,0.040124126,0.04878875,-0.23003487
Mgat5,0.6544692,0.41204792,0.6547955
Mfsd4,0.009668672,0.007894853,0.13635488
Rbbp5,0.03305625,0.029391857,0.12832525
Gm26783,0.0,0.0,0.0
Ppp1r12b,0.05294599,0.059935775,-0.15191619
Gm4204,0.099686295,0.067804836,0.49545154
Tnnt2,0.002781888,0.004823105,-0.21374674
Tmem9,0.040490147,0.03358894,0.21203989
Gm26781,0.003084474,0.0025146096,0.06424263
Zfp281,0.06387615,0.04082557,0.5395543
Aspm,0.006606427,0.0053924983,0.109514415
B3galt2,0.00260207,0.004975807,-0.24897292
Uchl5,0.12222932,0.09819777,0.28937137
Rnf2,0.09073355,0.1201517,-0.36964998
1700025G04Rik,0.048055254,0.03066512,0.51363474
Rgl1,0.11382522,0.09041147,0.30238107
Cacna1e,0.028374765,0.027928725,0.016867274
Xpr1,0.10285376,0.12022262,-0.2065256
Gm2000,1.4069942,1.0787656,0.3801404
Mrps14,0.17222194,0.12436196,0.43957198
Cacybp,0.16554551,0.118937895,0.4451687
Gas5,0.71679455,0.49780855,0.5172628
Dars2,0.014617047,0.013158292,0.08812876
Prdx6,0.15831515,0.1042611,0.5588308
Vamp4,0.102641925,0.10748629,-0.060748562
Ccdc181,0.02881832,0.025158351,0.14287037
Mpc2,0.18055825,0.14321089,0.3147132
Adcy10,0.007663674,0.005488302,0.18960652
Fam78b,0.005724894,0.0019740588,0.39313802
Lrrc52,0.0,0.0,0.0
Nuf2,0.01147861,0.005718791,0.45041037
Nos1ap,0.21252523,0.15918854,0.3953371
Atf6,0.19014557,0.16534169,0.19088054
Fcrla,0.0295066,0.014810235,0.67115825
Sdhc,0.19406879,0.13505885,0.49241728
Pvrl4,0.056262426,0.047630273,0.20136416
Slamf1,0.017923197,0.024375293,-0.29990798
Zbtb18,0.09580015,0.097944796,-0.02895206
Sde2,0.093427666,0.10499454,-0.15294322
Cnih3,0.043347314,0.023516355,0.67055035
Spata17,0.0175229,0.007194718,0.67866695
Smyd2,0.02568307,0.019009272,0.29872558
Dtl,0.007964782,0.004715563,0.28782874
Kcnh1,0.020426907,0.011238419,0.51867115
Diexf,0.04891791,0.050031286,-0.027008386
Plxna2,0.026672222,0.011234596,0.7882709
Cr1l,0.17594957,0.13361655,0.37268934
Cr2,0.004602994,0.009356884,-0.40658253
Nmt2,0.045207653,0.06949457,-0.52598786
Suv39h2,0.0072009517,0.011091178,-0.29415134
Nudt5,0.054233152,0.039350227,0.38026157
A230108P19Rik,0.0081992205,0.011045795,-0.20965539
Itih2,0.0052507147,0.010249857,-0.40903485
Sfmbt2,0.01786683,0.024524957,-0.30909064
Rbm17,0.15730944,0.14586891,0.10218558
Ankrd16,0.058644764,0.059402447,-0.01583695
Ptpla,0.025370097,0.015703762,0.46055064
Stam,0.033948626,0.038482692,-0.14165173
Nsun6,0.05495123,0.06736868,-0.25239283
Nebl,0.052837607,0.040284827,0.32150522
Commd3,0.17640872,0.1201914,0.51783526
4933439G12Rik,0.0,0.0,0.0
Msrb2,0.08473668,0.09508814,-0.14960483
Acbd5,0.1591021,0.13134702,0.25865313
Zmynd19,0.013407904,0.008629377,0.3294163
Nelfb,0.10519731,0.078636274,0.37813792
Tubb4b,0.018222734,0.006513635,0.7732001
Ndor1,0.033076555,0.046618827,-0.39437896
Fbxw5,0.056347318,0.051818777,0.10199298
Notch1,0.020093359,0.015132646,0.25988257
Pmpca,0.034608483,0.03006948,0.15481424
Fam69b,0.0068951286,0.006419013,0.041240036
Rexo4,0.084285475,0.07778183,0.10311313
Slc2a6,0.018136375,0.0021308954,1.2137504
Brd3,0.11856847,0.10651171,0.14206186
Mrps2,0.011503407,0.022496238,-0.59570736
Tsc1,0.07650392,0.07884357,-0.038501907
Ak8,0.007051651,0.0056504617,0.123706065
Setx,0.07240748,0.07637095,-0.06777091
Med27,0.062415905,0.0567983,0.116495155
Set,0.34259266,0.25559482,0.40877548
D2Wsu81e,0.023495227,0.018514471,0.23226121
BC005624,0.11734951,0.079136916,0.51469857
Ciz1,0.030141206,0.02555657,0.17496789
1110008P14Rik,0.04037822,0.020749165,0.71225286
Ptges2,0.017573487,0.020716257,-0.15572074
Dpm2,0.07850405,0.09116953,-0.1929595
Ak1,0.06900556,0.075394414,-0.112187564
Stxbp1,0.08876293,0.09268123,-0.056130942
Gm13524,0.0,0.0016938308,-0.22574762
Rab14,0.57244873,0.5483859,0.06086857
Ndufa8,0.19533941,0.14912161,0.36788076
Rbm18,0.056975335,0.05416388,0.061868533
Rc3h2,0.08257187,0.1068001,-0.3353957
Ppp6c,0.08929665,0.09886634,-0.13274115
Acvr2a,0.06517552,0.06485086,0.0062440573
Orc4,0.051150512,0.04633115,0.11843166
Epc2,0.08079242,0.10468174,-0.33699194
Mmadhc,0.076155156,0.04441205,0.6630109
Prpf40a,0.340999,0.29461733,0.2044689
Rprm,0.013219842,0.0074323574,0.41359052
Acvr1c,0.009706854,0.004246233,0.46811688
Upp2,0.054599207,0.055268392,-0.014867975
Pla2r1,0.010128658,0.00570988,0.35757872
Dpp4,0.0012833982,0.0012898013,-0.00081852556
Fap,0.01220017,0.0021616977,0.86822623
Scn3a,0.019219697,0.014775908,0.23800334
Gm13629,0.043073427,0.015398008,1.0632744
4932414N04Rik,0.006815397,0.0018127479,0.50943834
Klhl23,0.017404467,0.018972361,-0.08026621
Gorasp2,0.108669385,0.08421312,0.33294782
Dcaf17,0.06768936,0.06270467,0.09566905
Slc25a12,0.059351973,0.049544275,0.21997409
Zak,0.02345331,0.024357358,-0.0384702
Atf2,0.108867206,0.14378558,-0.37156957
Atp5g3,0.2082354,0.16308795,0.33437982
Mtx2,0.08300772,0.06099957,0.38954026
Prkra,0.03103533,0.025766598,0.19825378
Zfp385b,0.024630226,0.033153504,-0.31744584
Dnajc10,0.074251406,0.061833814,0.2300376
Nup35,0.03753624,0.03601222,0.04701055
Tmx2,0.066416174,0.05664582,0.19736356
Ypel4,0.006920233,0.005905235,0.08924776
Timm10,0.0671055,0.04036525,0.6144052
Fnbp4,0.14267763,0.17624612,-0.28672165
Agbl2,0.051844098,0.0225618,0.9254554
Mtch2,0.1139697,0.08143478,0.4391726
C1qtnf4,0.043841574,0.020309357,0.82895744
Celf1,0.25047225,0.34609374,-0.45112744
Madd,0.1190836,0.13087647,-0.12612496
Ddb2,0.03389937,0.032662176,0.041242875
Ckap5,0.09168336,0.10048457,-0.11976134
Dgkz,0.15655458,0.13638513,0.1862261
Cry2,0.015904676,0.012190509,0.2232698
Ext2,0.08541871,0.0726702,0.2069048
Hsd17b12,0.17733712,0.115423016,0.5788347
B230118H07Rik,0.03594948,0.036032222,-0.0025954877
Trim44,0.1275116,0.12424213,0.034715857
Pamr1,0.009484217,0.0049120802,0.38582438
Cat,0.07483911,0.051566366,0.462587
Cstf3,0.087565795,0.08625302,0.019543732
Elp4,0.06304863,0.08776011,-0.4203887
Immp1l,0.1021225,0.09441664,0.10272415
Bdnf,0.01933983,0.0027093268,1.2069728
Nop10,0.18102963,0.11204612,0.64637005
Slc12a6,0.05607531,0.07041173,-0.28329462
Emc7,0.22541918,0.18217152,0.2928372
Grem1,0.0072340663,0.0066922875,0.046081357
Scg5,0.033409424,0.03324749,0.0053917156
Dph6,0.08424452,0.06536436,0.32252634
G630016G05Rik,0.0046501392,0.0053198813,-0.06449077
Ccdc32,0.030964978,0.031087525,-0.004309436
Rtf1,0.19484475,0.25457004,-0.3691187
Ehd4,0.39378816,0.40587234,-0.042542152
Lrrc57,0.024755074,0.027940169,-0.12650247
Cdan1,0.018461142,0.045238774,-0.9566878
Tmem62,0.0097585665,0.014996707,-0.33925968
Tgm7,0.0057954593,0.0057901577,0.00048422185
Hypk,0.10386206,0.092743635,0.14823808
Casc4,0.054633148,0.04274877,0.29313678
Eif3j1,0.28605503,0.20026496,0.4936568
Spg11,0.040560618,0.03340784,0.22005825
Sema6d,0.05064442,0.03726094,0.35972652
Eid1,0.22569492,0.13335007,0.717378
Ciao1,0.054767665,0.05655366,-0.039244223
Tmem127,0.087615326,0.06277332,0.42369816
Mrps5,0.10127519,0.098442785,0.037197873
1500011K16Rik,0.14939718,0.116912745,0.3287893
Ttl,0.026089417,0.017749991,0.37908852
Tgm3,0.003698878,0.002577417,0.12322217
Nop56,0.25606942,0.14712279,0.7599102
Idh3b,0.12594083,0.085887946,0.50355756
Mrps26,0.05691421,0.047733493,0.21290405
Itpa,0.047448598,0.027075544,0.6318039
Cds2,0.14645776,0.12791412,0.18200313
Trmt6,0.09283235,0.08408864,0.12820174
Plcb4,0.028291821,0.03317389,-0.1731228
Mkks,0.06555887,0.05402999,0.23885325
Insm1,0.0,0.0022428608,-0.2919408
Xrn2,0.23154719,0.20487465,0.16880982
Napb,0.049793374,0.04942485,0.008919424
Pygb,0.076512195,0.06484044,0.20908548
Nanp,0.0036886907,0.004420408,-0.07512744
Nsfl1c,0.10544936,0.09947907,0.07660507
Psmf1,0.041215133,0.02882644,0.39953077
Tbc1d20,0.06370901,0.09300213,-0.4827612
Bcl2l1,0.15691651,0.15844865,-0.013182145
Pdrg1,0.06958832,0.09637798,-0.418571
Plagl2,0.051728997,0.041132264,0.27171448
Bpifb2,0.0,0.0023814386,-0.30817896
Bpifb4,0.011872371,0.00321313,0.7271374
Raly,0.10244086,0.07536322,0.39747986
Eif2s2,0.4059446,0.29952836,0.4263198
Gm14257,0.0,0.0,0.0
Edem2,0.27012563,0.22521605,0.25208747
Cnbd2,0.15461819,0.15108816,0.03127329
Dlgap4,0.2398842,0.19069432,0.31625983
Ndrg3,0.072583735,0.06309014,0.17618091
Rbl1,0.068893045,0.050358415,0.3863433
Manbal,0.09093738,0.077891305,0.1996683
Src,0.024030311,0.040472683,-0.56868243
Ctnnbl1,0.058164116,0.075170755,-0.3213456
Blcap,0.06950823,0.05160927,0.36795685
Vstm2l,0.017365484,0.004674173,0.8990782
Ralgapb,0.16597334,0.14292918,0.20249304
Fitm2,0.010093919,0.011909953,-0.12482745
Dbndd2,0.028902102,0.021244824,0.31623098
Cdh22,0.015622976,0.0049951794,0.77293926
Stau1,0.13358706,0.13625844,-0.026594106
Ddx27,0.12876351,0.06561991,0.8757903
1500012F01Rik,0.183695,0.119446546,0.58143026
Kcnb1,0.010191864,0.008816683,0.10176173
A530013C23Rik,0.009741602,0.0097608855,-0.0014084512
Tshz2,0.019243393,0.014691044,0.24412294
Rae1,0.105791815,0.09496637,0.14160606
Vapb,0.100953646,0.09930809,0.02155697
Gnas,0.048214212,0.046319216,0.04774416
Fam217b,0.11471467,0.05327629,0.9788942
Lsm14b,0.031576145,0.033616528,-0.06911877
Hrh3,0.0074236887,0.0024502738,0.48487267
Ogfr,0.07893663,0.05239731,0.5112938
Gid8,0.060228962,0.05899456,0.025583489
Ythdf1,0.07443571,0.043968916,0.6457246
Kcnq2,0.032197274,0.021851992,0.40576616
Eef1a2,0.029929632,0.034108754,-0.14360525
Stmn3,0.07318203,0.061362553,0.22110458
Oprl1,0.001324633,0.0031143161,-0.21167834
Pcmtd2,0.07919924,0.08493037,-0.089838296
Polr3k,0.058967173,0.017499005,1.3265303
Stmn2,0.066629015,0.040080108,0.6136531
Tpd52,0.3713006,0.19877681,0.8689673
Zfand1,0.027641691,0.023285627,0.17743215
4632415L05Rik,0.027623031,0.017807305,0.43615225
Nceh1,0.05268749,0.042224012,0.2634642
Tnik,0.03859086,0.039703544,-0.032663785
Slc2a2,0.0,0.0,0.0
Pik3ca,0.080792636,0.095778756,-0.22040276
Zfp639,0.03054928,0.03092657,-0.013361445
Mccc1,0.039220396,0.014551787,1.0034283
C230034O21Rik,0.0,0.0,0.0
Hspa4l,0.03993946,0.040327355,-0.011162438
3110057O12Rik,0.03990431,0.028457534,0.37589812
Larp1b,0.0065456834,0.009645422,-0.24773839
Sclt1,0.086268954,0.091921285,-0.08231288
Elf2,0.16215748,0.15456639,0.06505911
Ndufc1,0.21938376,0.11612308,0.8629309
Lhfp,0.028397981,0.019139403,0.3980592
Nhlrc3,0.055727784,0.056398775,-0.0146533055
Gm5641,0.04151397,0.012160071,1.2170011
Commd2,0.080551274,0.06418101,0.28768504
Rap2b,0.017859442,0.010992788,0.40827262
Slc33a1,0.058342442,0.053950403,0.09582822
Tiparp,0.097622976,0.067947425,0.46541286
Gfm1,0.0411604,0.03453134,0.20020671
1110032F04Rik,0.0024931105,0.001117379,0.16831604
Sptssb,0.002143837,0.0016285914,0.06254802
Golim4,0.10841106,0.08655212,0.294424
Pdgfc,0.014656147,0.015127206,-0.027302895
Gucy1b3,0.0137969665,0.017407868,-0.20381242
Map9,0.021047972,0.019747391,0.061735895
Fbxw7,0.068356045,0.08185757,-0.22935405
Gm9790,0.08029549,0.058288526,0.4030106
Gpatch4,0.047131285,0.026576146,0.64337796
Apoa1bp,0.13557744,0.14907438,-0.12791462
Lmna,0.05332478,0.046900965,0.15431704
Lamtor2,0.10260794,0.09414011,0.112782784
Dap3,0.054999147,0.04896275,0.14061698
Rusc1,0.03465692,0.016167149,0.7711269
Pygo2,0.06274222,0.04509681,0.4008241
Chrnb2,0.0013721015,0.0021656707,-0.09731695
Ube2q1,0.17791846,0.19745117,-0.14266495
Il6ra,0.43023694,0.5957402,-0.46041894
Rps27,1.2461792,1.0460633,0.25034598
Slc39a1,0.07660886,0.03957421,0.8049248
Ints3,0.06512984,0.04692855,0.40023363
S100a6,0.02513557,0.0044488716,1.2819753
Rptn,0.0011416547,0.0,0.15596345
Them4,0.02289899,0.023307722,-0.017813329
Psmb4,0.36055663,0.24595004,0.53383183
Vps72,0.06541196,0.061388005,0.07911168
Mllt11,0.046855267,0.032272592,0.42757156
Cdc42se1,0.20241304,0.16924345,0.24495186
Vps45,0.033441786,0.044272054,-0.32112607
Sv2a,0.08230831,0.0420287,0.8271528
Sec22b,0.10983328,0.09432146,0.19999263
Notch2,0.11040513,0.15293746,-0.43642154
St7l,0.31906602,0.2131965,0.5600626
Wdr77,0.06461284,0.027707186,0.9845844
Lrif1,0.084529534,0.11456952,-0.39811406
Slc16a4,0.0033748082,0.008636136,-0.4785846
Slc6a17,0.024077538,0.018570654,0.25428718
Gpr61,0.0008437384,0.0012344131,-0.051062576
Psma5,0.18747003,0.14845945,0.31751996
Taf13,0.0846106,0.07041687,0.23450361
Fndc7,0.061188933,0.043505576,0.41196376
Rnpc3,0.046449356,0.050884783,-0.10912457
Olfm3,0.016403094,0.010206965,0.38585424
Trmt13,0.031997085,0.03828839,-0.2013873
Palmd,0.008716706,0.010242698,-0.1130751
4930455H04Rik,0.0,0.0,0.0
6530403H02Rik,0.037040796,0.03832226,-0.03877545
Alg14,0.033311248,0.028875142,0.15589383
Abcd3,0.12259021,0.14399028,-0.21586514
Alpk1,0.4150711,0.19360453,1.0619345
Aimp1,0.1165951,0.08454054,0.42121658
Npnt,0.07965385,0.059055332,0.3766127
Ube2d3,0.35811803,0.3370986,0.084822826
Manba,0.1201544,0.089244135,0.3911704
Slc39a8,0.04553345,0.036967214,0.2417029
Emcn,0.019398054,0.00430988,1.0387092
Ddit4l,0.003916725,0.00091961585,0.34989765
Metap1,0.053419657,0.06554525,-0.25241107
Eif4e,0.10769933,0.0616012,0.7170504
Lmo4,0.09202682,0.08094196,0.16593055
Hs2st1,0.072393276,0.06012018,0.23269686
Ssx2ip,0.026756164,0.02262344,0.17207737
Ifi44,0.0152824605,0.0032382777,0.9334215
Dnajb4,0.15752715,0.17349452,-0.13134207
Usp33,0.114297494,0.1315273,-0.1872833
Wls,0.20010968,0.20954856,-0.06339747
Tmem68,0.084435314,0.08688495,-0.03694616
Tgs1,0.2121593,0.17471997,0.26625466
Chchd7,0.079699956,0.057090282,0.4190035
Nsmaf,0.075858556,0.068355516,0.13192712
8430436N08Rik,0.0,0.0,0.0
1700123O12Rik,0.014600553,0.009864855,0.30847248
2610301B20Rik,0.018080754,0.01228762,0.3333391
Runx1t1,0.022181617,0.030688554,-0.33838615
Calb1,0.015598751,0.0039525186,0.8755478
Ripk2,0.13761128,0.09953033,0.43047273
Klhl32,0.04049001,0.035870954,0.13841696
Ndufaf4,0.060131617,0.04202765,0.43078634
Gm11917,0.0,0.0,0.0
Rragd,0.035337675,0.026166337,0.32606298
Ube2j1,0.1699755,0.156007,0.11655638
Smim8,0.040130172,0.05294681,-0.32845408
Gm12371,0.0035912637,0.0024258208,0.12933852
Ndufb6,0.06112478,0.021737786,1.1641507
Nfx1,0.098971814,0.085110426,0.19627957
Nudt2,0.02760499,0.015474323,0.5618803
Dctn3,0.1634693,0.13822259,0.226915
Stoml2,0.09024553,0.084715046,0.081872344
Clta,1.2135882,0.9903409,0.29062638
Trmt10b,0.021535404,0.022173595,-0.02890486
Dcaf10,0.048633587,0.07591043,-0.5511058
Tdrd7,0.05099431,0.03761927,0.35712925
Xpa,0.05039802,0.04381168,0.16658191
Alg2,0.044352405,0.04003881,0.11929642
Tex10,0.016827444,0.015689062,0.06255543
Tmem246,0.022792729,0.014693711,0.40923232
Cdc26,0.10466988,0.07942808,0.35868677
Pole3,0.040663075,0.020221129,0.7453771
Whrn,0.15842673,0.21215226,-0.39942768
Trim32,0.00915737,0.017980272,-0.5465106
Megf9,0.02952731,0.023269057,0.24866897
Tmem261,0.09716878,0.06534613,0.5082795
Zdhhc21,0.04036198,0.039262,0.03185985
Sh3gl2,0.036079165,0.02487938,0.40174034
Rps6,0.5971512,0.2870984,1.031115
Ift74,0.054533064,0.03638348,0.47642744
Mysm1,0.095159434,0.1308791,-0.4218794
Hook1,0.016360393,0.009569397,0.4297726
Itgb3bp,0.037373472,0.03928435,-0.057050027
Jak1,0.3213131,0.31194335,0.041388445
Dnajc6,0.018578634,0.020103712,-0.07500442
Oma1,0.12866333,0.122029305,0.07072811
C8a,0.0007597426,0.0,0.10564352
Prkaa2,0.006580675,0.00091492414,0.60320073
Tmem59,0.6062377,0.59131205,0.035373177
Glis1,0.0071987445,0.004077286,0.2889342
Prpf38a,0.054704044,0.03952665,0.38565102
Zfyve9,0.025155371,0.052931078,-0.8400275
Nrd1,0.21822612,0.16938357,0.34741616
Rnf11,0.10211775,0.08520239,0.23594497
Skint2,0.004313374,0.003472144,0.08738433
Uqcrh,0.39282906,0.30464253,0.35645413
Ipp,0.018902406,0.020170104,-0.06193008
Gpbp1l1,0.13574234,0.11841219,0.18263789
Akr1a1,0.58361065,0.4146611,0.48320502
Hectd3,0.022533407,0.026083753,-0.14942741
B4galt2,0.0061344677,0.0055447016,0.053723086
Ctps,0.03562724,0.023563374,0.44300753
Rims3,0.009393181,0.003599456,0.5120005
Exo5,0.018512454,0.018990492,-0.023987647
Pabpc4,0.13236195,0.09429319,0.44891873
Ndufs5,0.053648803,0.021297248,1.0240976
Akirin1,0.07527011,0.07431345,0.01627731
Gm26606,0.008396036,0.0080253,0.029371658
Mtf1,0.042723432,0.036899835,0.16886152
Maneal,0.0034647095,0.0007754342,0.3214371
Mrps15,0.2035123,0.13268755,0.58145964
Oscp1,0.31892768,0.17294583,0.84635377
Thrap3,0.27804795,0.23179439,0.25252813
Trappc3,0.09963537,0.08056156,0.2757426
Col8a2,0.0038975554,0.006282264,-0.22847024
Adprhl2,0.045523807,0.04290919,0.069588095
Ncdn,0.1555393,0.10643932,0.50759554
AU040320,0.08638337,0.07530428,0.17616615
Zmym4,0.10407306,0.095734656,0.109509796
Rnf19b,0.4981626,0.536284,-0.10436093
Hpca,0.013528554,0.0029281834,0.86389303
S100pbp,0.03601881,0.04206957,-0.17821679
Yars,0.10788136,0.12565765,-0.20263483
Zbtb8os,0.067774706,0.036710825,0.735544
Zbtb8a,0.016180554,0.007489238,0.5820282
Fabp3,0.008769758,0.0037759503,0.44625822
Sdc3,0.037748788,0.007341772,1.4612128
Taf12,0.049957167,0.05306239,-0.0728476
Atpif1,0.43805143,0.33144853,0.3919962
Eya3,0.06579494,0.04389453,0.49196264
Paqr7,0.12755623,0.110018484,0.19676495
Tmem57,0.093485035,0.11469678,-0.26900205
Clic4,0.16171952,0.09764977,0.6737089
Pithd1,0.05369388,0.057038754,-0.073840484
Luzp1,0.11500522,0.10268012,0.14975533
Hp1bp3,0.30088174,0.32343483,-0.10103896
Pink1,0.13468929,0.13173325,0.029779747
Mrto4,0.057535384,0.045647517,0.27932632
Ubr4,0.075026385,0.07846606,-0.057213392
Gm13026,0.001189635,0.0,0.16216296
Ddi2,0.08797237,0.09312741,-0.07398087
Efhd2,0.9056203,0.777436,0.21758665
Vps13d,0.10800204,0.11118503,-0.03839973
Mad2l2,0.05802444,0.035036568,0.5949562
Fbxo44,0.022442067,0.021511303,0.041996293
Pex14,0.051208567,0.07694935,-0.5064416
Rere,0.2782191,0.3031678,-0.11976985
Eno1,0.13056871,0.03704528,1.5791537
Park7,0.3921701,0.22903115,0.75060713
Uts2,0.0,0.0,0.0
Dnajc11,0.064124875,0.041968726,0.512314
Thap3,0.09328882,0.099193305,-0.0802004
Klhl21,0.013516715,0.017516268,-0.22659826
Kcnab2,0.027900085,0.011814335,0.79692453
Lrrc47,0.014040577,0.012246552,0.11188975
Wrap73,0.03962906,0.03997247,-0.009948247
Tprgl,0.113921516,0.12833962,-0.15878773
Fam213b,0.11430823,0.090658486,0.30445296
Gabrd,0.011790015,0.008161199,0.26280758
B3galt6,0.03136414,0.02127892,0.40318996
Tubb4b-ps1,0.0043924917,0.0015979315,0.31144884
Abcb1b,0.091243945,0.10051282,-0.12637809
Crot,0.20096917,0.18942389,0.08119393
Gm3510,0.0043406263,0.0010563894,0.3752276
Tmem60,0.08060532,0.06870616,0.20311914
Rsbn1l,0.33327472,0.39096254,-0.22410384
Fam126a,0.13816038,0.109012336,0.31604862
Klhl7,0.21242337,0.14693509,0.5031404
Abcf2,0.053699702,0.039621945,0.3603082
Gm10221,0.15258212,0.07698226,0.9023757
Nub1,0.11078357,0.105821855,0.060516674
Galnt11,0.04865324,0.036790196,0.32600453
Dpp6,0.18492231,0.11847855,0.6013717
Dnajb6,0.2219723,0.17988689,0.28881216
Ept1,0.023728285,0.015400404,0.40910757
Drc1,0.003420509,0.0024583256,0.10732932
Slc30a3,0.009198499,0.0040850034,0.44683367
Bre,0.15857014,0.14059137,0.16270986
Maea,0.11561125,0.101735696,0.16887544
Gm1673,0.030028595,0.029483087,0.019796176
Nat8l,0.023265807,0.023897924,-0.027156815
Fam193a,0.1492201,0.14460008,0.04248132
Nop14,0.120431624,0.0737512,0.63911194
Grpel1,0.08387349,0.07057913,0.22031161
Mrfap1,0.5441897,0.44954994,0.27015826
Crmp1,0.010358049,0.017537871,-0.43581778
Evc2,0.0008218698,0.0018133167,-0.12646426
Nsg1,0.006743461,0.005900489,0.07452663
Wdr1,0.20329984,0.15713407,0.351877
Hs3st1,0.009721023,0.0064362832,0.26285043
Slit2,0.008895594,0.010567697,-0.12233046
Rbpj,0.14809085,0.10636575,0.44208747
Tbc1d1,0.048343018,0.05588929,-0.17548405
Wdr19,0.010151572,0.006578151,0.28160915
Uchl1,0.05113212,0.050010987,0.026703931
Atp10d,0.034340505,0.0337973,0.017783364
Slain2,0.082677536,0.100882396,-0.25873876
Ociad1,0.40155157,0.34120086,0.22877686
Ociad2,0.027755236,0.02620013,0.060681917
Dcun1d4,0.03218586,0.01684432,0.65214264
Usp46,0.039839618,0.04442486,-0.12697284
Fip1l1,0.1656605,0.1541413,0.09785147
Kdr,0.018716427,0.013655916,0.27967516
Clock,0.17547967,0.14296523,0.27805734
Ppat,0.033277594,0.020385345,0.51024455
Srp72,0.21146391,0.19160014,0.13557497
Gm16054,0.0,0.0,0.0
Cenpc1,0.038497552,0.034071386,0.13806973
Utp3,0.20191069,0.17786881,0.1737308
Npffr2,0.0016962358,0.0010261966,0.08510901
G3bp2,0.1493252,0.16533615,-0.1381489
Bmp2k,0.53757536,0.49769264,0.10910212
Hnrnpd,0.2404744,0.2210293,0.11658732
Cops4,0.2750688,0.2560516,0.099604
Sec31a,0.1261746,0.09942719,0.31548637
Coq2,0.07426633,0.049091958,0.5119945
Mrps18c,0.14585604,0.072114274,0.92450917
